1_Ciliated	2_Ciliated	3_Ciliated	4_Ciliated	1_Secretory	2_Secretory	3_Secretory	Early_Secretory	1_Transitional	2_Transitional
ELF3	0.549825739016324	2.14041649236128	0.223831015036605	-0.0398211723256836	-0.956031755268292	0.307461687396707	0.536569991674771	-1.15335915906261	-0.536415962740494	-1.07247687608861
TSPAN1	1.20919454970603	1.02036981450013	0.411470149782343	1.49638523591585	-0.699521801418497	-0.823114734391292	-1.03986733807202	-0.486146469181921	0.166599482984162	-1.25536888982478
CCDC78	1.01930457143325	0.998862677524137	0.889134725776879	1.3179296444271	-0.8442474567992	-0.956895969897942	-1.06369679265611	-0.189303949940813	0.105245319766412	-1.27633276963372
SMIM22	0.898364073741412	0.806901774498469	1.49188544319862	1.06122259337165	-0.0524937176910405	-0.410677637727517	-1.21636040751797	-1.2710907759479	-0.469196162157418	-0.83855518376832
SCGB1D4	0.8374797109358	1.60310337276811	-0.0363080688366826	1.58636859278001	-0.97640777102496	-0.621981638838575	-0.534206326650778	-0.212643742647896	-0.51749779341735	-1.12790633506768
EFHC1	1.33232790095417	1.27029823833079	-0.157743403298417	1.3539865897371	-1.05710500508898	-0.711602798159454	-0.953488810450847	-0.280269727532883	0.243831085100752	-1.04023406959222
CDHR3	1.37393592784575	1.10568234421084	0.269920337409168	1.26179553170255	-0.967825486740413	-0.9053239738688	-0.965952393531858	-0.221388727472686	0.243728852726957	-1.19457241228151
CFAP157	1.451468230769	1.07890737098212	0.240743189257639	1.23663122069277	-0.952028466633497	-0.849473727322782	-1.00565184296905	-0.154435955785112	0.159418891483989	-1.20557891047507
CEP126	1.31369664412448	1.18605420525854	0.183583390604054	1.36158953680663	-1.0068589300313	-0.830419338258224	-1.0093865012036	-0.308717249015584	0.174372367813519	-1.06391412609851
FXYD3	1.19891192684337	1.01289979144048	0.7680873891841	1.33492666968668	-0.815825906446219	-0.668769096064429	-0.795260401180592	-0.39907026243138	-0.138961111147884	-1.49693899988413
TUBA4B	1.00399173312295	0.958001404994571	1.24974310892364	1.14734611529196	-0.798883064090388	-0.959816175840191	-1.06620445021677	-0.439402238003825	0.0473292548785797	-1.14210568906052
FAM229B	0.923352303144589	0.822987368617655	1.41473118100077	1.13358375723711	-0.721298997342741	-0.949000692790687	-1.10468411401981	-0.248648649973564	-0.0554854300300142	-1.21553672584331
C11orf97	0.569955249903818	1.21665780039356	1.08814005460149	1.42845616869159	-0.742602037625304	-1.02756410960046	-0.958469653589624	-0.31464210625365	-0.10478192310103	-1.1551494434204
CST6	0.89676615804103	1.2916974147022	0.573016998600362	1.45469656562537	-0.967616102422135	-0.932006937136666	-0.966379840644808	-0.168185214828571	-0.0354792174625579	-1.14650982447423
DRC3	1.30455201739364	1.13398264178969	0.449210873384333	1.23825526114861	-1.07064190412716	-0.84571970750339	-0.88262287426584	-0.272426421107653	0.18204481420003	-1.23663470091226
KIF9	0.948006124847458	0.774751915204049	1.50716381181627	1.15488742310441	-0.625082789301383	-0.944697845854129	-0.997212506588893	-0.589174967029622	-0.106278190530405	-1.12236297566775
CFAP298	0.889640210885648	0.732601155518105	1.39058558172024	1.16191955478766	-0.818435481776946	-1.20446417431793	-1.15185219670764	-0.45974792158526	0.269976185299683	-0.810222913823556
CLDN3	0.224466969761108	2.16839046403573	-0.321266752564269	0.968038600646122	-0.616747823530775	0.25187228991893	0.148644735457267	-0.893050723275792	-0.764160574438655	-1.16618718600967
CFAP43	1.6149728801246	1.0546592210907	-0.0143322137663271	1.29625452284726	-0.929424775443228	-0.850859071957745	-0.947318711991195	-0.282900976514992	0.0730965230133182	-1.0141473974024
PPIL6	0.850265080258715	1.17270182333149	1.06533444357603	1.30919547555244	-0.83459627270397	-0.88461516666428	-0.942205904572402	-0.27915563041599	-0.205584719236895	-1.25133912912513
ARMC3	1.15337307844203	0.981745894417412	0.931632239110592	1.33668703216995	-0.805750930937827	-0.929851114516359	-0.974664837451469	-0.598000484046293	0.0137082824288502	-1.10887915961688
SPAG16	0.879521915933909	0.939802234781087	1.41847254531857	1.08292389737239	-0.514963448757156	-0.907125473929119	-1.08191370471919	-0.387183472391918	-0.111390204399756	-1.31814428920881
STK33	1.1339659602658	1.19449347336874	0.751986707528348	1.25435821704395	-1.00332595700012	-0.874532224524685	-0.914105302470733	-0.422189152658067	0.0459645338418933	-1.16661625539512
CCDC39	0.965235196504644	1.7019840479512	-0.191360933956018	1.50776820942711	-0.768807512890692	-0.71744243394828	-0.819480170572533	-0.674180093408425	-0.250851247532569	-0.752865061574442
TEKT2	1.20896225035229	0.971122883278757	1.05533711889436	1.139046307264	-0.848943317755433	-0.894092203606249	-1.04047309104593	-0.50396169039227	0.0634266614307972	-1.15042491842033
FABP6	1.12964520509093	0.915116383551914	0.957448453515302	1.25850145296203	-0.916134630682666	-1.08482130413949	-0.963108050678606	-0.417852809971812	0.224482230117064	-1.10327692976467
CYSTM1	0.832520138244574	1.02586543579338	1.45568701570594	1.100584010391	-0.795716910823658	-1.0776641992551	-0.803889512964059	-0.539669944078509	-0.111553644759799	-1.08616238825377
IFT57	1.08849894504688	0.985566357731103	1.10747536563556	1.17499749931333	-0.97889903586328	-0.890942467359134	-0.885993026835121	-0.302372358009326	-0.0305212963903242	-1.26780998326969
DYNLT1	0.990382309288109	0.682575935043463	1.41968757841487	1.12815502193201	-0.520446523135075	-1.09065898811351	-1.45617205025772	-0.461209894535628	-0.00572735662494681	-0.686586032011579
CCDC113	1.2128034805929	1.0560243749179	0.643918978529244	1.26474041279351	-1.00495008288283	-0.932142640116646	-1.07037530186174	-0.319859067418919	0.250014897422074	-1.10017505197549
DYDC2	1.02106070083147	0.827263991118361	1.24812089941576	1.21713988830867	-0.954315838098759	-0.979137739856347	-0.979758421087903	-0.315804181579595	0.056297210987154	-1.14086651003881
SLC44A4	1.22762927365174	1.19852576242886	0.175369013953732	1.35477639328351	-0.823483575283513	-0.754872895048635	-1.00477466789531	-0.161428786333542	0.159813024125163	-1.371553542882
TSTD1	0.898302457409408	0.779312302854114	1.49831500044555	1.18284997072862	-0.275372938302095	-0.742932318414096	-1.03467689905398	-1.03703544438104	-0.208360538148097	-1.06040159313839
NME5	0.900698095854548	0.627234368786855	1.53585639768664	1.20964077864883	-0.556359489460556	-0.852243173045704	-1.11290681527835	-0.459197757047357	-0.0752262705518108	-1.2174961355931
SPAG17	1.57426722951005	1.19802438777118	-0.100555465260121	1.26151372338219	-0.904503679844231	-0.834462303060401	-0.979712601823111	-0.26824294103947	0.0222538346393231	-0.968582184275398
SPAG6	1.17256238442333	0.742097582506938	1.1662138356871	1.18007264650717	-0.846379634997435	-1.02729645662504	-1.0098093797657	-0.215162489612557	0.0546916191307362	-1.21699010725454
GON7	1.10482484910632	0.627815803275055	1.47754855944011	1.05402149394623	-0.700709781904908	-1.00733794712042	-1.12167489478075	-0.503016754608095	0.100115259600006	-1.03158658695354
AC007906.2	0.914150483422181	1.22863903842567	1.1501275896599	0.948215461481957	-0.848487448759593	-1.07490416664788	-0.562838522853981	-0.496343108751711	0.14608785694359	-1.40464718292013
CCDC153	1.02921700168043	0.832807615297441	1.43115978312176	1.07584277786089	-0.922838973958389	-0.913149246560849	-1.06138102349514	-0.422216728723509	-0.0244434550002836	-1.02499775022234
CFAP73	0.910737962270258	1.23299028203418	0.620007236994297	1.45978076257109	-0.92525058326352	-0.889901917667173	-1.02730659833732	-0.277811042032463	0.0590301282756017	-1.16227623084495
NUDC	0.968839527570737	0.963079913989212	1.2766648229722	1.1497627608493	-0.940526751922161	-1.03511018250406	-1.29616127756437	-0.357237880368677	-0.0886520856519719	-0.640658847370211
DPCD	1.03570959696598	0.891241846771754	1.36541645459905	1.11505769666906	-0.651519935697681	-0.855818999664907	-0.96858224153249	-0.50530677143325	-0.139571536471273	-1.28662611020623
CTXN1	0.470549192945168	1.82979615092691	-0.147295718396988	1.61448267770414	-0.783491116299036	-0.427815614252303	-0.491357965153528	-0.784099908095236	-0.234880235027455	-1.04588746435168
RSPH4A	1.20904155735765	0.912146523421676	1.05402196588832	1.21770079780435	-0.883393619947965	-0.973353643009066	-1.02992747192164	-0.454528064747677	0.0053035944203475	-1.057011639266
AKAP14	0.940661184611282	0.551179588603578	1.62182789050795	1.11762929889489	-0.82257995046078	-0.911714616816443	-0.96353560820819	-0.53564982411859	0.0973012906531118	-1.09511925366681
DNAH12	1.45875603020775	0.979919081744011	0.51094702922387	1.23685317070928	-1.08162638222604	-0.918974154792934	-0.975626733683711	-0.329644207306891	0.133389330201464	-1.0139931640768
ENKUR	1.16673416694532	0.861479724388007	1.14380228697512	1.15950546974623	-0.892593528848866	-0.945130048395646	-1.05326409558602	-0.365040584071581	0.0676005377081568	-1.14309392886072
DNAH5	1.37151209225828	1.38503647645177	-0.37794705534623	1.44036159379083	-0.828545770167237	-0.774237467889489	-0.74413631696313	-0.359436169276465	-0.111708099893525	-1.00089928296481
DNAJB13	1.1691911861948	0.902218781421566	1.20740611871438	1.21759649322477	-0.833335875145625	-0.881841528410589	-0.764148053883978	-0.710145639545342	-0.17167606215958	-1.1352654204104
C6orf118	1.45253001240249	1.09989639863573	0.408922134976903	1.21436683855031	-0.958316654991414	-0.936899863882645	-0.958442298581985	-0.261925805657102	0.0586505079023232	-1.11878126935461
AC013264.1	1.33547585042753	0.331827012217396	1.53444369134725	0.800483366395403	-0.84408196143731	-0.990803937339836	-1.00933115073031	-0.241125753605753	0.219680777833027	-1.13656789510739
FAM216B	1.06958127693867	0.809172045710923	1.33592365420275	1.160713728086	-0.910844539613516	-0.910280433525905	-0.845320248007757	-0.565115962327456	0.0293108713637444	-1.17314039282746
HYDIN	1.50764715283847	1.38236910064007	-0.186119795277012	1.17714829305793	-0.909080800622845	-0.672697366872097	-0.848265463601225	-0.540731492301136	0.13246503265831	-1.04273466052047
CCDC173	1.08835192903431	1.40529888360585	0.343440493192038	1.43524083576482	-0.930123624157592	-0.997617910649739	-0.807077616484541	-0.34959546391837	-0.191950832142108	-0.995966694244665
CFAP45	1.09260350113842	0.82156510574178	1.17513878388396	1.25513325506475	-0.913605999118859	-0.95763891403915	-0.960110858951386	-0.366743434824996	0.0225752624673663	-1.16891670136188
ARHGAP18	0.96643914197602	1.13442851353464	0.919311010166159	1.31213356769281	-1.08613556621033	-1.00167876269437	-0.852480232172436	-0.542668916050242	0.144219519842398	-0.99356827608465
FAIM	1.04493851740515	1.16363804091659	0.600227310224776	1.61082736739216	-0.98666549436212	-0.650053620026707	-0.789566725472594	-0.579011220088847	-0.357815060109478	-1.05651911587893
WDR78	1.31212766519827	0.873738155651038	0.968907898843356	1.26920213046772	-0.715811800146911	-0.980110883992969	-0.954717544242907	-0.537187081928303	-0.10418954236244	-1.13195899748685
DPY30	1.11174242291659	0.660795749764304	1.3739896549867	1.11771551988522	-0.784465684336063	-1.11297953797854	-1.39610104658807	-0.376874859198559	-0.111590928713304	-0.482231290738277
RSPH9	0.958795837183815	0.89884004244477	1.31185185367517	1.13650751628488	-0.81550912161042	-0.956704971473345	-0.976900656010238	-0.404795596466494	0.0940354503919052	-1.24612035442004
MS4A8	1.15403180263595	1.18040870816634	0.298650130697742	1.45104689988756	-0.875092994306119	-0.966516315961182	-0.986962854990066	-0.170906085049469	0.0856145718655192	-1.17027386294628
FAM166B	1.05699347097894	0.865042192420637	1.09630375081619	1.25010416415667	-0.955393743403962	-0.939497565041202	-1.05409433183717	-0.25133135348464	0.110010493324574	-1.17813707793003
IFT22	0.870815158423315	0.729614401742697	1.61374377631917	1.11102556713918	-0.768285247196853	-0.929074963706612	-1.07907095515055	-0.400155307091688	-0.108913458973683	-1.03969897150498
RIIAD1	0.947858502938043	0.859431886884696	1.31467002764794	1.17008790744639	-0.90385709318129	-0.975984878609484	-1.09611672040998	-0.227381713486933	0.0258026829890132	-1.1145106022184
ANKRD66	0.907368026546081	0.897806803347985	1.32634707839801	1.23451609555286	-0.881614981800085	-0.971487055243912	-1.03282197154459	-0.302056327587016	-0.0818314427968106	-1.09622622487252
CFAP52	1.09680548839004	0.957295629577146	0.992031441654751	1.31195191138543	-0.992709628373272	-0.849322492699009	-0.962277339772316	-0.463722011638697	0.0604955663259256	-1.15054856485
CATSPERD	1.10850403467744	0.736276938644532	1.23307678350826	1.19261222263269	-0.984968388398864	-0.921719522514193	-1.04541673014452	-0.22702359504337	0.0570869362404873	-1.14842867960246
RUVBL2	0.800873071668416	0.869958415102427	1.46166120604825	1.1318131822934	-1.02418678430823	-0.916987604150677	-1.38668689149608	-0.532997225308693	-0.146389177070285	-0.257058192778528
C4orf48	0.47670422478688	1.49192017318562	0.80229703316803	1.48875621921556	-0.385098624980041	-0.852843196805102	-0.948567124006179	-0.761607945173402	-0.170349057958808	-1.14121170143255
RBP1	0.8172787416869	0.901618577438127	1.41145691283658	1.23668556280399	-0.656860656810631	-0.738080434377107	-1.07860914829769	-0.189776561782999	-0.421404913647818	-1.28230807984936
WDR38	0.732165469270681	1.04970204989972	1.21315221921904	1.30528316537356	-0.96333789650653	-0.877570345457193	-1.0060644802093	-0.302145006633195	0.0253800709165014	-1.17656524587329
DNAH9	1.30289510504344	1.31756728451866	0.229060373676968	1.27027263932498	-0.852290904276443	-0.923002143788787	-0.984476013334384	-0.472590729595052	0.162821895797792	-1.05025750736717
DRC1	1.18921653459146	0.997083076113438	1.06633262585499	1.17727771133247	-0.843270826744953	-0.961123836112594	-0.93888802630714	-0.52062788785895	-0.0346680389630062	-1.13133133190572
MLF1	0.864596701976335	0.874305148243872	1.45210529032164	1.09375445304981	-0.796723639587492	-1.03896452816972	-0.807212922237782	-0.34249462822728	0.0044835216502438	-1.30384939701963
SPATA18	1.16912714266941	1.02553139198469	1.03383470963036	1.17985535512777	-0.797569112892168	-0.864805587913714	-0.884552153238908	-0.534655927359154	-0.0356465840381487	-1.29111923397013
WFDC2	-0.500818393565114	-0.455386043360212	-1.06242931027304	-0.161809512799678	1.77572698375216	1.73387667388316	0.361197040646934	-0.867410519075617	-0.465539912537672	-0.357407006670921
PACRG	1.02540807110827	0.875238734956423	1.22115270839319	1.28398245083842	-0.911700749261598	-0.965984542015884	-1.0010399436949	-0.40998852014795	-0.0664701188908785	-1.05059809128509
CFAP221	1.31903935468655	1.07541793970049	0.381838789365535	1.42730094237634	-0.79880847009915	-0.925717548417191	-0.905096271067259	-0.408546839365026	0.0338709083509852	-1.19929880553127
DYNC2H1	1.64978162411369	0.989604911992993	-0.203408118827491	1.36672810755679	-1.02577234485016	-0.758399594995454	-0.863304818275913	-0.362869208947374	0.138289729696816	-0.930650287463903
TCTN1	1.00850197516348	1.14995999774669	0.845407685478291	1.3341578021094	-0.861738533744225	-0.862905017425752	-0.897780419977284	-0.169543940771827	-0.203503080350636	-1.34255646822814
SPEF2	1.55983692880638	1.10053403196949	0.0231652577793312	1.31771690895482	-0.988155511547628	-0.841298359421	-0.900708122890731	-0.394435508639309	0.101796172603345	-0.978451797614695
RRAD	0.423079433922936	2.21952337010131	0.493395776433419	0.0769608974775671	-0.981124340195087	-0.633528012222961	-0.139618717610063	0.318973402520998	-0.350260323452448	-1.42740148697567
UFC1	1.03508160012916	0.642633000559079	1.58614551174593	1.1698822875114	-0.523175892054211	-0.900102028931451	-0.912146778436267	-0.848592890558111	-0.297583937581167	-0.952140872384362
C6	1.4955068632238	1.11988106167771	-0.0641218752740075	1.29253785105437	-0.914077804050298	-0.971564446037166	-0.972349277060368	-0.218753803517098	0.23597795696578	-1.00303652698272
PLPP2	1.07473927062492	1.51056167763021	0.164618588543026	1.29917785627158	-0.614042756963584	-0.178500707369447	-0.444038929728655	-0.767352220784864	-0.49252472711795	-1.55263805110523
DNAH11	1.24431267540124	1.4421832498874	-0.366843859977885	1.41797187306241	-0.909801881772826	-0.698080845581817	-0.820675130320359	-0.293730956742759	0.0563715353775686	-1.07170665933298
EPCAM	0.670570096316169	1.18971641251715	-0.728270777166557	1.55597494806654	-0.489096374529601	0.953318522161626	-0.334943296278337	-0.755386019419656	-0.6940694405162	-1.36781407115113
LRG1	0.754120468633697	2.43752666332473	0.293753391734018	0.0332386916155844	-0.863741397319079	-0.581447400354435	-0.378119561722203	-0.586792348759898	-0.225246865788145	-0.883291641364268
IQCG	1.03799380703347	0.8657909046246	1.16897265105675	1.20520342327802	-1.01170369497806	-1.03706994394941	-1.1477680644965	-0.0241561338932037	-0.0938633404144887	-0.963399608261184
